NDB 2.0      | Nette: 2.0.18   | Time:  2.117 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.1      | Nette: 2.1.9    | Time:  0.913 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.2      | NDB: ~2.2.0     | Time:  0.843 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.3      | NDB: ~2.3.0     | Time:  0.972 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  0.950 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NotORM       | NotORM: dev-master | Time:  0.475 s | Memory:  4.0 MB | PHP: 5.6.99-hhvm
LeanMapper   | LeanMapper: ~2.1.0 | Time:  0.863 s | Memory:  6.0 MB | PHP: 5.6.99-hhvm
Doctrine2    | Doctrine: 2.4.2 | Time:  3.190 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm



NDB 2.0      | Nette: 2.0.18   | Time: 13.813 s | Memory: 18.2 MB | PHP: 5.4.37
NDB 2.1      | Nette: 2.1.9    | Time:  1.325 s | Memory: 17.1 MB | PHP: 5.4.37
NDB 2.2      | NDB: ~2.2.0     | Time:  1.197 s | Memory: 16.8 MB | PHP: 5.4.37
NDB 2.3      | NDB: ~2.3.0     | Time:  1.217 s | Memory: 19.1 MB | PHP: 5.4.37
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.193 s | Memory: 19.1 MB | PHP: 5.4.37
NotORM       | NotORM: dev-master | Time:  4.689 s | Memory: 13.2 MB | PHP: 5.4.37
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.284 s | Memory: 16.8 MB | PHP: 5.4.37
Doctrine2    | Doctrine: 2.4.2 | Time: 18.367 s | Memory: 37.1 MB | PHP: 5.4.37


NDB 2.0      | Nette: 2.0.18   | Time: 13.622 s | Memory: 15.7 MB | PHP: 5.4.37
NDB 2.1      | Nette: 2.1.9    | Time:  1.144 s | Memory: 14.6 MB | PHP: 5.4.37
NDB 2.2      | NDB: ~2.2.0     | Time:  1.219 s | Memory: 14.3 MB | PHP: 5.4.37
NDB 2.3      | NDB: ~2.3.0     | Time:  1.299 s | Memory: 16.5 MB | PHP: 5.4.37
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.320 s | Memory: 16.5 MB | PHP: 5.4.37
NotORM       | NotORM: dev-master | Time:  4.983 s | Memory: 13.2 MB | PHP: 5.4.37
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.223 s | Memory: 16.8 MB | PHP: 5.4.37
Doctrine2    | Doctrine: 2.4.2 | Time:  6.113 s | Memory: 35.1 MB | PHP: 5.4.37




Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.0/vendor/nette/nette/Nette/Database/Connection.php(47): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.0/run-employees.php(17): Nette\Database\Connection->__construct()
#2 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.1/vendor/nette/nette/Nette/Database/Connection.php(69): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.1/vendor/nette/nette/Nette/Database/Connection.php(59): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.1/run-employees.php(18): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.2/vendor/nette/database/src/Database/Connection.php(66): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.2/vendor/nette/database/src/Database/Connection.php(56): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.2/run-employees.php(17): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(70): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/run-employees.php(20): Nette\Database\Connection->__construct()
#3 {main}

Next exception 'Nette\Database\ConnectionException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/DriverException.php:25
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(73): Nette\Database\DriverException::from()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/run-employees.php(20): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(70): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/run-employees.php(21): Nette\Database\Connection->__construct()
#3 {main}

Next exception 'Nette\Database\ConnectionException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/DriverException.php:25
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(73): Nette\Database\DriverException::from()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/run-employees.php(21): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NotORM/run-employees.php(14): PDO->__construct()
#1 {main}

Fatal error: Uncaught exception 'DibiDriverException' with message 'Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in /home/travis/build/minetro/db-benchmark/libs/LeanMapper/vendor/dibi/dibi/dibi/drivers/DibiMySqliDriver.php:113
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/LeanMapper/vendor/dibi/dibi/dibi/libs/DibiConnection.php(152): DibiMySqliDriver->connect()
#1 /home/travis/build/minetro/db-benchmark/libs/LeanMapper/vendor/dibi/dibi/dibi/libs/DibiConnection.php(128): DibiConnection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/LeanMapper/run-employees.php(17): DibiConnection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/PDOConnection.php(36): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/PDOMySql/Driver.php(47): Doctrine\DBAL\Driver\PDOConnection->__construct()
#2 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Connection.php(350): Doctrine\DBAL\Driver\PDOMySql\Driver->connect()
#3 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Connection.php(627): Doctrine\DBAL\Connection->connect()
#4 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/Query/Exec/SingleSelectExecutor.php(46): Doctrine\DBAL\Connection->executeQuery()
#5 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/Query.php(264): Doctrine\ORM\Query\Exec\SingleSelectExecutor->execute()
#6 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php(753): Doctrine\ORM\Query->_doExecute()
#7 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php(566): Doctrine\ORM\AbstractQuery->execute()
#8 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/Tools/Pagination/Paginator.php(173): Doctrine\ORM\AbstractQuery->getScalarResult()
#9 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/run-employees.php(67): Doctrine\ORM\Tools\Pagination\Paginator->getIterator()
#10 {main}



Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.0/vendor/nette/nette/Nette/Database/Connection.php(47): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.0/run-employees.php(17): Nette\Database\Connection->__construct()
#2 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.1/vendor/nette/nette/Nette/Database/Connection.php(69): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.1/vendor/nette/nette/Nette/Database/Connection.php(59): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.1/run-employees.php(18): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.2/vendor/nette/database/src/Database/Connection.php(66): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.2/vendor/nette/database/src/Database/Connection.php(56): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.2/run-employees.php(17): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(70): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/run-employees.php(20): Nette\Database\Connection->__construct()
#3 {main}

Next exception 'Nette\Database\ConnectionException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/DriverException.php:25
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(73): Nette\Database\DriverException::from()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.3/run-employees.php(20): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(70): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/run-employees.php(21): Nette\Database\Connection->__construct()
#3 {main}

Next exception 'Nette\Database\ConnectionException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/DriverException.php:25
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(73): Nette\Database\DriverException::from()
#1 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/vendor/nette/database/src/Database/Connection.php(57): Nette\Database\Connection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/NDB2.4/run-employees.php(21): Nette\Database\Connection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/NotORM/run-employees.php(14): PDO->__construct()
#1 {main}

Fatal error: Uncaught exception 'DibiDriverException' with message 'Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in /home/travis/build/minetro/db-benchmark/libs/LeanMapper/vendor/dibi/dibi/dibi/drivers/DibiMySqliDriver.php:113
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/LeanMapper/vendor/dibi/dibi/dibi/libs/DibiConnection.php(152): DibiMySqliDriver->connect()
#1 /home/travis/build/minetro/db-benchmark/libs/LeanMapper/vendor/dibi/dibi/dibi/libs/DibiConnection.php(128): DibiConnection->connect()
#2 /home/travis/build/minetro/db-benchmark/libs/LeanMapper/run-employees.php(17): DibiConnection->__construct()
#3 {main}

Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/tmp/mysql.sock' (2)' in :
Stack trace:
#0 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/PDOConnection.php(36): PDO->__construct()
#1 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/PDOMySql/Driver.php(47): Doctrine\DBAL\Driver\PDOConnection->__construct()
#2 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Connection.php(350): Doctrine\DBAL\Driver\PDOMySql\Driver->connect()
#3 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/dbal/lib/Doctrine/DBAL/Connection.php(627): Doctrine\DBAL\Connection->connect()
#4 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/Query/Exec/SingleSelectExecutor.php(46): Doctrine\DBAL\Connection->executeQuery()
#5 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/Query.php(264): Doctrine\ORM\Query\Exec\SingleSelectExecutor->execute()
#6 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php(753): Doctrine\ORM\Query->_doExecute()
#7 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php(566): Doctrine\ORM\AbstractQuery->execute()
#8 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/vendor/doctrine/orm/lib/Doctrine/ORM/Tools/Pagination/Paginator.php(173): Doctrine\ORM\AbstractQuery->getScalarResult()
#9 /home/travis/build/minetro/db-benchmark/libs/Doctrine2/run-employees.php(67): Doctrine\ORM\Tools\Pagination\Paginator->getIterator()
#10 {main}



First run (create cache files)
NDB 2.0      | Nette: 2.0.18   | Time: 13.062 s | Memory: 18.3 MB | PHP: 5.6.5
NDB 2.1      | Nette: 2.1.9    | Time:  1.068 s | Memory: 17.2 MB | PHP: 5.6.5
NDB 2.2      | NDB: ~2.2.0     | Time:  1.029 s | Memory: 16.9 MB | PHP: 5.6.5
NDB 2.3      | NDB: ~2.3.0     | Time:  1.110 s | Memory: 19.1 MB | PHP: 5.6.5
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.124 s | Memory: 19.1 MB | PHP: 5.6.5
NotORM       | NotORM: dev-master | Time:  4.392 s | Memory: 13.0 MB | PHP: 5.6.5
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.143 s | Memory: 16.8 MB | PHP: 5.6.5
Doctrine2    | Doctrine: 2.4.2 | Time: 15.947 s | Memory: 37.2 MB | PHP: 5.6.5


Second run (using cache)
NDB 2.0      | Nette: 2.0.18   | Time: 13.833 s | Memory: 15.8 MB | PHP: 5.6.5
NDB 2.1      | Nette: 2.1.9    | Time:  1.148 s | Memory: 14.6 MB | PHP: 5.6.5
NDB 2.2      | NDB: ~2.2.0     | Time:  1.179 s | Memory: 14.3 MB | PHP: 5.6.5
NDB 2.3      | NDB: ~2.3.0     | Time:  1.289 s | Memory: 16.6 MB | PHP: 5.6.5
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.250 s | Memory: 16.6 MB | PHP: 5.6.5
NotORM       | NotORM: dev-master | Time:  4.417 s | Memory: 13.0 MB | PHP: 5.6.5
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.096 s | Memory: 16.8 MB | PHP: 5.6.5
Doctrine2    | Doctrine: 2.4.2 | Time:  5.169 s | Memory: 35.2 MB | PHP: 5.6.5



First run (create cache files)
NDB 2.0      | Nette: 2.0.18   | Time:  2.751 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.1      | Nette: 2.1.9    | Time:  1.224 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.2      | NDB: ~2.2.0     | Time:  1.441 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.3      | NDB: ~2.3.0     | Time:  1.363 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.256 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm
NotORM       | NotORM: dev-master | Time:  0.842 s | Memory:  4.0 MB | PHP: 5.6.99-hhvm
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.373 s | Memory:  6.0 MB | PHP: 5.6.99-hhvm
Doctrine2    | Doctrine: 2.4.2 | Time: 19.459 s | Memory: 12.0 MB | PHP: 5.6.99-hhvm


Second run (using cache)
NDB 2.0      | Nette: 2.0.18   | Time:  2.308 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.1      | Nette: 2.1.9    | Time:  0.977 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.2      | NDB: ~2.2.0     | Time:  0.974 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.3      | NDB: ~2.3.0     | Time:  1.123 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.351 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NotORM       | NotORM: dev-master | Time:  0.557 s | Memory:  4.0 MB | PHP: 5.6.99-hhvm
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.057 s | Memory:  6.0 MB | PHP: 5.6.99-hhvm
Doctrine2    | Doctrine: 2.4.2 | Time:  3.616 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm



First run (create cache files)
NDB 2.0      | Nette: 2.0.18   | Time: 13.722 s | Memory: 18.2 MB | PHP: 5.4.37
NDB 2.1      | Nette: 2.1.9    | Time:  1.283 s | Memory: 17.1 MB | PHP: 5.4.37
NDB 2.2      | NDB: ~2.2.0     | Time:  1.232 s | Memory: 16.8 MB | PHP: 5.4.37
NDB 2.3      | NDB: ~2.3.0     | Time:  1.329 s | Memory: 19.1 MB | PHP: 5.4.37
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.315 s | Memory: 19.1 MB | PHP: 5.4.37
NotORM       | NotORM: dev-master | Time:  4.750 s | Memory: 13.2 MB | PHP: 5.4.37
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.290 s | Memory: 16.8 MB | PHP: 5.4.37
Doctrine2    | Doctrine: 2.4.2 | Time: 18.425 s | Memory: 37.1 MB | PHP: 5.4.37


Second run (using cache)
NDB 2.0      | Nette: 2.0.18   | Time: 14.151 s | Memory: 15.7 MB | PHP: 5.4.37
NDB 2.1      | Nette: 2.1.9    | Time:  1.203 s | Memory: 14.6 MB | PHP: 5.4.37
NDB 2.2      | NDB: ~2.2.0     | Time:  1.154 s | Memory: 14.3 MB | PHP: 5.4.37
NDB 2.3      | NDB: ~2.3.0     | Time:  1.278 s | Memory: 16.5 MB | PHP: 5.4.37
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.268 s | Memory: 16.5 MB | PHP: 5.4.37
NotORM       | NotORM: dev-master | Time:  4.787 s | Memory: 13.2 MB | PHP: 5.4.37
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.162 s | Memory: 16.8 MB | PHP: 5.4.37
Doctrine2    | Doctrine: 2.4.2 | Time:  5.941 s | Memory: 35.1 MB | PHP: 5.4.37



First run (create cache files)
NDB 2.0      | Nette: 2.0.18   | Time: 16.772 s | Memory: 18.2 MB | PHP: 5.5.21
NDB 2.1      | Nette: 2.1.9    | Time:  1.452 s | Memory: 17.2 MB | PHP: 5.5.21
NDB 2.2      | NDB: ~2.2.0     | Time:  1.393 s | Memory: 16.9 MB | PHP: 5.5.21
NDB 2.3      | NDB: ~2.3.0     | Time:  1.625 s | Memory: 19.1 MB | PHP: 5.5.21
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.637 s | Memory: 19.1 MB | PHP: 5.5.21
NotORM       | NotORM: dev-master | Time:  6.050 s | Memory: 13.1 MB | PHP: 5.5.21
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.405 s | Memory: 16.8 MB | PHP: 5.5.21
Doctrine2    | Doctrine: 2.4.2 | Time: 20.595 s | Memory: 37.1 MB | PHP: 5.5.21


Second run (using cache)
NDB 2.0      | Nette: 2.0.18   | Time: 17.689 s | Memory: 15.7 MB | PHP: 5.5.21
NDB 2.1      | Nette: 2.1.9    | Time:  1.370 s | Memory: 14.6 MB | PHP: 5.5.21
NDB 2.2      | NDB: ~2.2.0     | Time:  1.376 s | Memory: 14.3 MB | PHP: 5.5.21
NDB 2.3      | NDB: ~2.3.0     | Time:  1.491 s | Memory: 16.5 MB | PHP: 5.5.21
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.435 s | Memory: 16.5 MB | PHP: 5.5.21
NotORM       | NotORM: dev-master | Time:  5.877 s | Memory: 13.1 MB | PHP: 5.5.21
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.262 s | Memory: 16.8 MB | PHP: 5.5.21
Doctrine2    | Doctrine: 2.4.2 | Time:  6.804 s | Memory: 35.1 MB | PHP: 5.5.21



First run (create cache files)
NDB 2.0       | Nette: 2.0.18        | Time: 13.759 s | Memory: 18.3 MB | PHP: 5.6.5
NDB 2.1       | Nette: 2.1.9         | Time:  1.234 s | Memory: 17.2 MB | PHP: 5.6.5
NDB 2.2       | NDB: ~2.2.0          | Time:  1.217 s | Memory: 16.9 MB | PHP: 5.6.5
NDB 2.3       | NDB: ~2.3.0          | Time:  1.319 s | Memory: 19.1 MB | PHP: 5.6.5
NDB 2.4-dev   | NDB: 2.3.0@dev       | Time:  1.309 s | Memory: 19.1 MB | PHP: 5.6.5
NotORM        | NotORM: dev-master   | Time:  4.863 s | Memory: 13.0 MB | PHP: 5.6.5
LeanMapper    | LeanMapper: ~2.1.0   | Time:  1.206 s | Memory: 16.8 MB | PHP: 5.6.5
Doctrine2     | Doctrine: 2.4.2      | Time: 17.460 s | Memory: 37.2 MB | PHP: 5.6.5


Second run (using cache)
NDB 2.0       | Nette: 2.0.18        | Time: 14.191 s | Memory: 15.8 MB | PHP: 5.6.5
NDB 2.1       | Nette: 2.1.9         | Time:  1.177 s | Memory: 14.6 MB | PHP: 5.6.5
NDB 2.2       | NDB: ~2.2.0          | Time:  1.284 s | Memory: 14.3 MB | PHP: 5.6.5
NDB 2.3       | NDB: ~2.3.0          | Time:  1.205 s | Memory: 16.6 MB | PHP: 5.6.5
NDB 2.4-dev   | NDB: 2.3.0@dev       | Time:  1.178 s | Memory: 16.6 MB | PHP: 5.6.5
NotORM        | NotORM: dev-master   | Time:  4.500 s | Memory: 13.0 MB | PHP: 5.6.5
LeanMapper    | LeanMapper: ~2.1.0   | Time:  1.110 s | Memory: 16.8 MB | PHP: 5.6.5
Doctrine2     | Doctrine: 2.4.2      | Time:  5.766 s | Memory: 35.2 MB | PHP: 5.6.5



First run (create cache files)
NDB 2.0       | Nette: 2.0.18        | Time:  2.411 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.1       | Nette: 2.1.9         | Time:  1.219 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.2       | NDB: ~2.2.0          | Time:  1.176 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.3       | NDB: ~2.3.0          | Time:  1.343 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm
NDB 2.4-dev   | NDB: 2.3.0@dev       | Time:  1.231 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm
NotORM        | NotORM: dev-master   | Time:  0.564 s | Memory:  4.0 MB | PHP: 5.6.99-hhvm
LeanMapper    | LeanMapper: ~2.1.0   | Time:  1.174 s | Memory:  6.0 MB | PHP: 5.6.99-hhvm
Doctrine2     | Doctrine: 2.4.2      | Time: 16.353 s | Memory: 12.0 MB | PHP: 5.6.99-hhvm


Second run (using cache)
NDB 2.0       | Nette: 2.0.18        | Time:  2.216 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.1       | Nette: 2.1.9         | Time:  0.998 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.2       | NDB: ~2.2.0          | Time:  0.990 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.3       | NDB: ~2.3.0          | Time:  1.111 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.4-dev   | NDB: 2.3.0@dev       | Time:  1.114 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NotORM        | NotORM: dev-master   | Time:  0.551 s | Memory:  4.0 MB | PHP: 5.6.99-hhvm
LeanMapper    | LeanMapper: ~2.1.0   | Time:  0.982 s | Memory:  6.0 MB | PHP: 5.6.99-hhvm
Doctrine2     | Doctrine: 2.4.2      | Time:  3.211 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm



First run (create cache files)
NDB 2.0       | Nette: 2.0.18        | Time: 16.442 s | Memory: 18.2 MB | PHP: 5.4.37
