NDB 2.0      | Nette: 2.0.18   | Time:  2.301 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.1      | Nette: 2.1.9    | Time:  1.164 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.2      | NDB: ~2.2.0     | Time:  1.134 s | Memory:  8.0 MB | PHP: 5.6.99-hhvm
NDB 2.3      | NDB: ~2.3.0     | Time:  1.315 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm
NDB 2.4-dev  | NDB: 2.3.0@dev  | Time:  1.146 s | Memory: 10.0 MB | PHP: 5.6.99-hhvm
NotORM       | NotORM: dev-master | Time:  0.518 s | Memory:  4.0 MB | PHP: 5.6.99-hhvm
LeanMapper   | LeanMapper: ~2.1.0 | Time:  1.079 s | Memory:  6.0 MB | PHP: 5.6.99-hhvm
Doctrine2    | Doctrine: 2.4.2 | Time: 16.105 s | Memory: 12.0 MB | PHP: 5.6.99-hhvm


